ID,PARENT_ID,GS_CODE,DESCRIPTION
2047900,2038367,9404030089,"Soft Drinks, non-aluminous container - 24 oz or greater - Package of 15 bottles"
2047901,2038367,9404030090,"All artificially carbonated beverages except water, aluminum container - single can - 24 oz or more."
2047902,2038367,9404030091,"All artificially carbonated beverages except water, non-aluminous container - single bottle - under 24 oz."
2047903,2038367,9404030092,"All artificially carbonated beverages except water, non-aluminous container -  single bottle - at least 24 oz, but less than 64 oz."
2047904,2038367,9404030093,"All artificially carbonated beverages except water, non-aluminous container - single bottle - 64 oz or more."
2047905,2038367,9404030094,"All naturally carbonated beverages except water, aluminum container - single can - 24 oz or more. These beverages may contain sweeteners"
2047906,2038367,9404030095,"All naturally carbonated beverages except water, non-aluminous container - single bottle - under 24 oz. These beverages may contain sweeteners"
2047907,2038367,9404030096,"All naturally carbonated beverages except water, non-aluminous container -  single bottle - at least 24 oz, but less than 64 oz. These beverages may contain sweeteners"
2047908,2038367,9404030097,"All naturally carbonated beverages except water, non-aluminous container - single bottle - 64 oz or more. These beverages may contain sweeteners"
2047909,2038367,9404030098,100% fruit juice - carbonated – i.e.: sparkling grape or apple juice - single bottle under 24 oz.
2047910,2038367,9404030099,100% fruit juice - carbonated – i.e.: sparkling grape or apple juice - single bottle at least 24 oz. but less than 46 oz.
2038368,2038367,94040301,"Soft Drinks, aluminum container - single can - under 24 oz."
2048150,2038367,9404030100,Concentrate soft drink syrup for home-soda makers.
2048151,2038367,9404030101,Refillable CO2 replacement containers for home-soda makers
2048152,2038367,9404030102,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts sold in a sealed container, single bottle, 16 ounces or less. This code has no fees associated with it (e.g. yoo-hoo)"
2048153,2038367,9404030103,Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts sold in sealed container(s) with total volume over 16 ounces. This code has no fees associated with it (e.g. yoo-hoo)
2049528,2038367,9404030104,"Soft Drinks, non-aluminous container - package of 35 bottles - under 24 oz."
2049529,2038367,9404030105,"Soft Drinks, non-aluminous container - package of 36 bottles - under 24 oz."
2049530,2038367,9404030106,"Soft Drinks, aluminum container - package of 35 cans - under 24 oz."
2049531,2038367,9404030107,"Soft Drinks, aluminum container - package of 36 cans - under 24 oz."
2049532,2038367,9404030108,Concentrated Drink Mixes containing less than 25% fruit or vegetable juice and sweetened [not including cocktail mixers] sold for business final consumption (i.e. not sold to an individual private consumer)
2049533,2038367,9404030109,"Concentrated Drink Mixes containing at least 25%, but less than 50% fruit or vegetable juice and sweetened [not including cocktail mixers] sold for business final consumption (i.e. not sold to an individual private consumer)"
2049534,2038367,9404030110,Carbonated fruit juice containing less than 15% fruit juice – i.e.: sparkling grape or apple juice - single bottle under 24 oz.
2049535,2038367,9404030111,"Carbonated fruit juice containing at least 15%, but less than 25% fruit juice – i.e.: sparkling grape or apple juice - single bottle under 24 oz."
2049536,2038367,9404030112,Carbonated fruit juice containing at least 25% and up to 50% fruit juice – i.e.: sparkling grape or apple juice - single bottle under 24 oz.
2049537,2038367,9404030113,"Carbonated fruit juice containing greater than 50%, but less than 70% fruit juice – i.e.: sparkling grape or apple juice - single bottle under 24 oz."
2049538,2038367,9404030114,Carbonated fruit juice containing at least 70% but less than 100% fruit juice – i.e.: sparkling grape or apple juice - single bottle under 24 oz.
2049539,2038367,9404030115,Carbonated fruit juice containing less than 15% fruit juice – i.e.: sparkling grape or apple juice - single bottle 24 oz. or greater
2049540,2038367,9404030116,"Carbonated fruit juice containing at least 15%, but less than 25% fruit juice – i.e.: sparkling grape or apple juice - single bottle 24 oz. or greater"
2049541,2038367,9404030117,Carbonated fruit juice containing at least 25% and up to 50% fruit juice – i.e.: sparkling grape or apple juice - single bottle 24 oz. or greater
2049542,2038367,9404030118,Carbonated fruit juice containing greater than 50% but less than 70% fruit juice – i.e.: sparkling grape or apple juice - single bottle 24 oz. or greater
2049543,2038367,9404030119,Carbonated fruit juice containing at least 70% but less than 100% fruit juice – i.e.: sparkling grape or apple juice - single bottle 24 oz. or greater
2049614,2038367,9404030120,"(Reserved for the European Union) Milk, not concentrated nor containing added sugar or other sweetening matter. This code is intended for ""milk"" covered by Combined Nomenclature Heading 0401."
2049645,2038367,9404030121,"Soft Drinks, aluminum container - under 24 oz. - Package of 4 cans"
2049646,2038367,9404030122,"Soft Drinks, aluminum container - under 24 oz. - Package of 10 cans"
2049647,2038367,9404030123,"Soft Drinks, aluminum container - under 24 oz. - Package of 18 cans"
2049648,2038367,9404030124,"Soft Drinks, aluminum container - under 24 oz. - Package of 32 cans"
2049649,2038367,9404030125,Fruit Juice (With 100% pure fruit juice) - package of 10 bottles - less than 24 oz. per bottle
2049650,2038367,9404030126,Fruit Juice (With 100% pure fruit juice) - package of 10 bottles - at least 24 oz. but less than 46 oz. per bottle
2049651,2038367,9404030127,Fruit Juice (With less than 15% pure fruit juice) - package of 20 bottles - less than 24 oz. per bottle
2049652,2038367,9404030128,Fruit Juice (With less than 15% pure fruit juice) - package of 20 bottles - 24 oz. or more per bottle
2049653,2038367,9404030129,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 30 bottles - less than 24 oz. per bottle
2049654,2038367,9404030130,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 30 bottles - 24 oz. or more per bottle
2049655,2038367,9404030131,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - package of 30 bottles - less than 24 oz. per bottle
2049656,2038367,9404030132,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - package of 30 bottles - 24 oz. or more per bottle
2049657,2038367,9404030133,Fruit Juice Fruit Juice (Greater than 70% but less than 100% pure fruit juice) - package of 30 bottles - less than 24 oz. per bottle
2049658,2038367,9404030134,Fruit Juice Fruit Juice (Greater than 70% but less than 100% pure fruit juice) - package of 30 bottles - 24 oz. or more per bottle
2049659,2038367,9404030135,"Concentrated Drink Mixes, sweetened (not containing fruits or vegetables) [not including cocktail mixers]"
2049880,2038367,9404030136,Fruit Juice (With less than 25% pure fruit juice) - package of 15 bottles - less than 24 oz. per bottle
2049881,2038367,9404030137,Fruit Juice (At least 25% and up to 50% pure fruit juice) - package of 15 bottles - less than 24 oz. per bottle
2049882,2038367,9404030138,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - package of 15 bottles - less than 24 oz. per bottle
2049883,2038367,9404030139,Fruit Juice (At least 70% but less than 100% pure fruit juice) - package of 15 bottles - less than 24 oz. per bottle
2049884,2038367,9404030140,Fruit Juice (With 100% pure fruit juice) - package of 15 bottles - less than 24 oz. per bottle
2049885,2038367,9404030141,"100% pure coconut water - single carton container (e.g. Tetra Brik) - over 16 oz., but less than 24 oz."
2050054,2038367,9404030142,Fruit Juice (With 100% pure fruit juice) - package of 18 bottles - less than 24 oz. per bottle
2050055,2038367,9404030143,Fruit Juice (With 100% pure fruit juice) - package of 30 bottles - less than 24 oz. per bottle
2050056,2038367,9404030144,Fruit Juice (With 100% pure fruit juice) - package of 32 bottles - less than 24 oz. per bottle
2050057,2038367,9404030145,Fruit Juice (With 100% pure fruit juice) - package of 36 bottles - less than 24 oz. per bottle
2050058,2038367,9404030146,Fruit Juice (With 100% pure fruit juice) - package of 40 bottles - less than 24 oz. per bottle
2050059,2038367,9404030147,Fruit Juice (With 100% pure fruit juice) - package of 3 bottles - at least 46 oz. and up to 64 oz. per bottle
2050060,2038367,9404030148,Fruit Juice (With less than 25% pure fruit juice) - package of 18 bottles - less than 24 oz. per bottle
2050061,2038367,9404030149,Fruit Juice (With less than 25% pure fruit juice) - package of 40 bottles - less than 24 oz. per bottle
2050062,2038367,9404030150,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - package of 18 bottles - less than 24 oz. per bottle
2050063,2038367,9404030151,"Vegetable juice, with 100% pure vegetable juice. - package of 28 bottles - 16 oz. or less per bottle"
2050112,2038367,9404030152,"Soft Drinks, aluminum container - under 24 oz. - Package of 20 cans"
2050113,2038367,9404030153,"Soft Drinks, aluminum container - under 24 oz. - Package of 28 cans"
2050114,2038367,9404030154,"Soft Drinks, aluminum container - under 24 oz. - Package of 30 cans"
2050115,2038367,9404030155,"Soft Drinks, aluminum container - at least 24 oz. but less than or equal to 68 oz. - Package of 12 cans"
2050116,2038367,9404030156,"Soft Drinks, non-aluminous container - under 24 oz. - Package of 18 bottles"
2050117,2038367,9404030157,"Soft Drinks, non-aluminous container - under 24 oz. - Package of 30 bottles"
2050118,2038367,9404030158,"Soft Drinks, non-aluminous container - at least 24 oz. but less than or equal to 68 oz. - Package of 3 bottles"
2050119,2038367,9404030159,"Soft Drinks, non-aluminous container - at least 24 oz. but less than or equal to 68 oz. - Package of 10 bottles"
2050120,2038367,9404030160,100% fruit juice - carbonated – i.e.: sparkling grape or apple juice - Package of 3 bottles - at least 24 oz. but less than 46 oz.
2050121,2038367,9404030161,Carbonated fruit juice containing at least 25% and up to 50% fruit juice – i.e.: sparkling grape or apple juice - Package of 4 bottles - at least 24 oz. but less than or equal to 68 oz.
2050169,2038367,9404030162,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts but NOT as the first ingredient, sold in a sealed container (excluding carton) - 16 ounces or less - single bottle (e.g. yoo-hoo)"
2050170,2038367,9404030163,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts but NOT as the first ingredient, sold in a sealed container (excluding carton) - over 16 oz. but less than 24 oz. - single bottle (e.g. yoo-hoo)"
2050171,2038367,9404030164,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts but NOT as the first ingredient, in sealed container (excluding carton) - 24 oz. or less - 24Pack (e.g. yoo-hoo)"
2050172,2038367,9404030165,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts but NOT as the first ingredient, in sealed container (excluding carton) - 24 oz. or less - 32Pack (e.g. yoo-hoo)"
2050180,2038367,9404030166,100% fruit juice - carbonated – i.e.: sparkling grape or apple juice - Package of 3 bottles - at least 46 oz. but less than or equal to 68 oz.
2050302,2038367,9404030167,Fruit Juice (With less than 25% pure fruit juice) - package of 3 bottles - at least 24 oz. but less than or equal to 68 oz. per bottle
2050303,2038367,9404030168,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 4 bottles - under 24 oz.
2050304,2038367,9404030169,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 6 bottles - under 24 oz.
2050305,2038367,9404030170,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 12 bottles - under 24 oz.
2050306,2038367,9404030171,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 18 bottles - under 24 oz.
2050307,2038367,9404030172,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 24 bottles - under 24 oz.
2050308,2038367,9404030173,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 32 bottles - under 24 oz.
2050309,2038367,9404030174,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 4 bottles - under 24 oz.
2050310,2038367,9404030175,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 6 bottles - under 24 oz.
2050311,2038367,9404030176,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 12 bottles - under 24 oz.
2050312,2038367,9404030177,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 18 bottles - under 24 oz.
2050313,2038367,9404030178,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 24 bottles - under 24 oz.
2050314,2038367,9404030179,Carbonated fruit juice containing at least 70% but less than 100% fruit juice - i.e.: sparkling grape or apple juice - Package of 32 bottles - under 24 oz.
2050315,2038367,9404030180,100% fruit juice - carbonated - i.e.: sparkling grape or apple juice - single bottle at least 46 oz. but less than or equal to 68 oz.
2050451,2038367,9404030181,"Sweetened/noncarbonated flavored beverage containing nonfat dry milk and milk byproducts but NOT as the first ingredient, in sealed container (excluding carton) - less than 24 oz. - 10Pack (e.g. yoo-hoo)"
2050452,2038367,9404030182,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 4 Bottles"
2050453,2038367,9404030183,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 6 Bottles"
2050454,2038367,9404030184,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 12 Bottles"
2050455,2038367,9404030185,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of at least 24 oz. but less than or equal to 68 oz. - Single Bottle"
2050456,2038367,9404030186,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in a plastic container of at least 24 oz. but less than or equal to 68 oz. - Package of 4 Bottles"
2050457,2038367,9404030187,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in a plastic container of at least 24 oz. but less than or equal to 68 oz. - Package of 6 Bottles"
2050458,2038367,9404030188,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in a plastic container of at least 24 oz. but less than or equal to 68 oz. - Package of 12 Bottles"
2050459,2038367,9404030189,"Sweetened and flavored liquid cocktail mixes, containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - single or multiple pack. This code does not support bottle fee"
2050460,2038367,9404030190,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Single Bottle"
2050461,2038367,9404030191,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 4 Bottles"
2050462,2038367,9404030192,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 6 Bottles"
2050463,2038367,9404030193,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Package of 12 Bottles"
2050464,2038367,9404030194,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of at least 24 oz. but less than or equal to 68 oz. - Single Bottle"
2050465,2038367,9404030195,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of at least 24 oz. but less than or equal to 68 oz. - Package of 4 Bottles"
2050466,2038367,9404030196,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of at least 24 oz. but less than or equal to 68 oz. - Package of 6 Bottles"
2050467,2038367,9404030197,"Sweetened and flavored liquid cocktail mixes NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of at least 24 oz. but less than or equal to 68 oz. - Package of 12 Bottles"
2050468,2038367,9404030198,"Sweetened and flavored liquid cocktail mixes, NOT containing pure fruit or vegetable juice and that are neither alcoholic nor carbonated - single or multiple pack. This code does not support bottle fee"
2050636,2038367,9404030199,"Sweetened and flavored liquid cocktail mixes, containing at least 25% and up to 50% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - single pack. This code does not support bottle fee"
2038911,2038367,94040302,Fruit Juice (With less than 15% pure fruit juice) - single bottle - 24oz or more
2050637,2038367,9404030200,"Sweetened and flavored liquid cocktail mixes, containing greater than 50% but less than 70% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - single pack. This code does not support bottle fee"
2050638,2038367,9404030201,"Sweetened and flavored liquid cocktail mixes, containing at least 70% but less than 100% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - single pack. This code does not support bottle fee"
2050644,2038367,9404030202,"Sweetened and flavored liquid cocktail mixes, containing at least 25% and up to 50% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - multiple packs. This code does not support bottle fee"
2050645,2038367,9404030203,"Sweetened and flavored liquid cocktail mixes, containing greater than 50% but less than 70% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - multiple packs. This code does not support bottle fee"
2050646,2038367,9404030204,"Sweetened and flavored liquid cocktail mixes, containing at least 70% but less than 100% pure fruit or vegetable juice and that are neither alcoholic nor carbonated - multiple packs. This code does not support bottle fee"
2050649,2038367,9404030205,"Powdered sports drink mixes carrying a ""Supplement Facts"" panel"
2050687,2038367,9404030206,Fruit Juice (With less than 25% pure fruit juice) - package of 15 bottles - at least 24 oz. but less than or equal to 50.7 oz. (1.5 liters) per bottle
2050688,2038367,9404030207,Fruit Juice (With less than 25% pure fruit juice) - package of 15 bottles - over 50.7 oz. (1.5 liters) but less than or equal to 68 oz. per bottle
2050689,2038367,9404030208,Fruit Juice (With at least 25% and up to 50% pure fruit juice) - package of 3 bottles - at least 24 oz. but less than or equal to 50.7 oz. (1.5 liters) per bottle
2050690,2038367,9404030209,Fruit Juice (With at least 25% and up to 50% pure fruit juice) - package of 3 bottles - over 50.7 oz. (1.5 liters) but less than or equal to 68 oz. per bottle
2050691,2038367,9404030210,Fruit Juice (With at least 25% and up to 50% pure fruit juice) - package of 32 bottles - at least 24 oz. but less than or equal to 50.7 oz. (1.5 liters) per bottle
2050692,2038367,9404030211,Fruit Juice (With at least 25% and up to 50% pure fruit juice) - package of 32 bottles - over 50.7 oz. (1.5 liters) but less than or equal to 68 oz. per bottle
2050693,2038367,9404030212,"100% fruit juice - carbonated - i.e., sparkling grape or apple juice - Package of 4 bottles - at least 24 oz. but less than 46 oz. per bottle"
2050694,2038367,9404030213,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 15 bottles - less than 24 oz. per bottle
2050695,2038367,9404030214,Carbonated fruit juice containing less than 25% fruit juice - i.e.: sparkling grape or apple juice - Package of 30 bottles - less than 24 oz. per bottle
2050696,2038367,9404030215,Non-carbonated Sports Drinks - Package of 30 bottles - at least 4 oz. but less than 24 oz. per bottle
2051453,2038367,9404030216,Soft drinks (does not support bottle fees)
2051454,2038367,9404030217,Non-carbonated sports drinks in a single container of greater than 16oz or a multi-pack of any size containers (does not support bottle fees)
2051455,2038367,9404030218,Non-carbonated sports drinks in a single container of 16oz or less (does not support bottle fees)
2051456,2038367,9404030219,Fruit Juice (With less than 15% pure fruit juice) - single bottle - 16oz or less (does not support bottle fees)
2038912,2038367,94040303,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - single bottle - 24oz or more
2038913,2038367,94040304,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - single bottle - 24oz or more
2038914,2038367,94040305,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - single bottle - 24oz or more
2038915,2038367,94040306,Fruit Juice (Greater than 70% but less than 100% pure fruit juice) - single bottle - 24oz or more
2038916,2038367,94040307,"Fruit Juice (With 100% pure fruit juice) - single bottle - over 16oz, but less than 24 oz."
2038917,2038367,94040308,Powdered or concentrated soft drink mixes
2038918,2038367,94040309,Powdered or concentrated sports drink mixes
2038919,2038367,94040310,Non-carbonated Sports Drinks - single bottle – 16oz or less
2048145,2038367,9404031001,"Non-carbonated Sports Drinks - single bottle – over 16oz, but less than 24oz."
2038983,2038367,94040311,"Flavored water (naturally or artificially sweetened), single  bottle, less than 24 oz."
2040226,2038367,94040312,Powdered drink mixes
2040227,2038367,94040313,Sweetened powdered fruit drink mix that is vitamin fortified (but not advertised as or intended to be a dietary supplement)
2040228,2038367,94040314,"All artificially carbonated beverages except water, aluminum container - single can - under 24 oz."
2040229,2038367,94040315,"All naturally carbonated beverages except water, aluminum container - single can - 24 oz or more. These beverages may contain sweeteners."
2040230,2038367,94040316,Cranberry juice cocktail - single bottle - under 24 oz.
2040231,2038367,94040317,"Vegetable juice, with 100% pure vegetable juice - single bottle - 16 oz. or less"
2040232,2038367,94040318,"Vegetable juice, with at least 70% but less than 100% pure vegetable juice - single bottle - 16 oz. or less"
2040233,2038367,94040319,"Vegetable juice, greater than 50% but less than 70% pure vegetable juice - single bottle - 16 oz. or less"
2040234,2038367,94040320,"Vegetable juice, with at least 25% and up to 50% pure vegetable juice - single bottle - 16 oz. or less"
2040235,2038367,94040321,"Vegetable juice, with at least 15% but less than 25% pure vegetable juice - single bottle - 16 oz. or less"
2040236,2038367,94040322,"Vegetable juice, with less than 15% pure vegetable juice - single bottle - 16 oz. or less"
2043098,2038367,94040323,Powdered drink mix containing milk or milk products
2043099,2038367,94040324,Powdered milkshake mix
2043100,2038367,94040325,"Powdered, non-alcoholic drink mixers"
2043101,2038367,94040326,"Liquid, sweetened non-alcoholic drink mixers"
2043102,2038367,94040327,"Liquid, unsweetened non-alcoholic drink mixers"
2043103,2038367,94040328,"Sweetened and flavored liquid cocktail mixes containing less than 25% pure fruit or vegetable juice and that are neither alcoholic nor carbonated, in sealed container (excluding carton) of less than 24 oz. - Single Bottle"
2043230,2038367,94040333,Concentrated Drink Mixes (not containing fruits or vegetables) [not including cocktail mixers]
2043231,2038367,94040334,Concentrated Drink Mixes containing greater than 50% fruit or vegetable juice and sweetened [not including cocktail mixers]
2043232,2038367,94040335,Concentrated Drink Mixes containing greater than 50% fruit or vegetable juice and not sweetened [not including cocktail mixers]
2043233,2038367,94040336,Concentrated Drink Mixes containing 50% or less fruit or vegetable juice and sweetened [not including cocktail mixers]
2043234,2038367,94040337,Concentrated Drink Mixes containing 50% or less fruit or vegetable juice and not sweetened [not including cocktail mixers]
2043235,2038367,94040338,Concentrated Drink Mixes containing 100% fruit or vegetable juice and sweetened [not including cocktail mixers]
2043236,2038367,94040339,Concentrated Drink Mixes containing 100% fruit or vegetable juice and not sweetened [not including cocktail mixers]
2043469,2038367,94040340,"Soft Drinks, non-aluminous container - under 24 oz - Package of 4 bottles"
2043470,2038367,94040341,"Soft Drinks, non-aluminous container - at least 24 oz, but less than 64 oz - Package of 4 bottles"
2043471,2038367,94040342,"Soft Drinks, non-aluminous container - under 24 oz - Package of 6 bottles"
2043472,2038367,94040343,"Soft Drinks, non-aluminous container - 24 oz or more - Package of 6 bottles"
2043473,2038367,94040344,"Soft Drinks, non-aluminous container - under 24 oz - Package of 8 bottles"
2043474,2038367,94040345,"Soft Drinks, non-aluminous container - 24 oz or more - Package of 8 bottles"
2043475,2038367,94040346,"Soft Drinks, non-aluminous container - under 24 oz - Package of 12 bottles"
2043476,2038367,94040347,"Soft Drinks, non-aluminous container - 24 oz or more - Package of 12 bottles"
2043477,2038367,94040348,"Soft Drinks, non-aluminous container - under 24 oz - Package of 24 bottles"
2043478,2038367,94040349,"Soft Drinks, non-aluminous container - 24 oz or more-Package of 24 bottles"
2043623,2038367,94040350,Fruit Juice (Greater than 50% but less than 70% pure fruit juice) - package of 48 bottles - less than 24 oz. per bottle
2043625,2038367,94040352,Fruit Juice (With less than 15% pure fruit juice) - package of 2 bottles - less than 24 oz. per bottle
2043626,2038367,94040353,Fruit Juice (With less than 15% pure fruit juice) - package of 2 bottles - 24 oz. or more per bottle
2043627,2038367,94040354,Fruit Juice (With less than 15% pure fruit juice) - package of 4 bottles - less than 24 oz. per bottle
2043628,2038367,94040355,Fruit Juice (With less than 15% pure fruit juice) - package of 4 bottles - 24 oz. or more per bottle
2043629,2038367,94040356,Fruit Juice (With less than 15% pure fruit juice) - package of 6 bottles - less than 24 oz. per bottle
2043630,2038367,94040357,Fruit Juice (With less than 15% pure fruit juice) - package of 6 bottles - 24 oz. or more per bottle
2043631,2038367,94040358,Fruit Juice (With less than 15% pure fruit juice) - package of 8 bottles - less than 24 oz. per bottle
2043632,2038367,94040359,Fruit Juice (With less than 15% pure fruit juice) - package of 8 bottles - 24 oz. or more per bottle
2043633,2038367,94040360,Fruit Juice (With less than 15% pure fruit juice) - package of 12 bottles - less than 24 oz. per bottle
2043634,2038367,94040361,Fruit Juice (With less than 15% pure fruit juice) - package of 12 bottles - 24 oz. or more per bottle
2043635,2038367,94040362,Fruit Juice (With less than 15% pure fruit juice) - package of 24 bottles - less than 24 oz. per bottle
2043636,2038367,94040363,Fruit Juice (With less than 15% pure fruit juice) - package of 24 bottles - 24 oz. or more per bottle
2043637,2038367,94040364,Fruit Juice (With less than 15% pure fruit juice) - package of 48 bottles - less than 24 oz. per bottle
2043638,2038367,94040365,Fruit Juice (With less than 15% pure fruit juice) - package of 48 bottles - 24 oz. or more per bottle
2043639,2038367,94040366,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 2 bottles - less than 24 oz. per bottle
2043640,2038367,94040367,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 2 bottles - 24 oz. or more per bottle
2043641,2038367,94040368,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 4 bottles - less than 24 oz. per bottle
2043642,2038367,94040369,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 4 bottles - 24 oz. or more per bottle
2043643,2038367,94040370,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 6 bottles - less than 24 oz. per bottle
2043644,2038367,94040371,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 6 bottles - 24 oz. or more per bottle
2043645,2038367,94040372,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 8 bottles - less than 24 oz. per bottle
2043646,2038367,94040373,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 8 bottles - 24 oz. or more per bottle
2043647,2038367,94040374,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 12 bottles - less than 24 oz. per bottle
2043648,2038367,94040375,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 12 bottles - 24 oz. or more per bottle
2043649,2038367,94040376,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 24 bottles - less than 24 oz. per bottle
2043650,2038367,94040377,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 24 bottles - 24 oz. or more per bottle
2043651,2038367,94040378,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 48 bottles - less than 24 oz. per bottle
2043706,2038367,94040379,Fruit Juice (Greater than 15% but less than 25% pure fruit juice) - package of 48 bottles - 24 oz. or more per bottle
2043653,2038367,94040380,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 2 bottles - less than 24 oz. per bottle
2043654,2038367,94040381,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 2 bottles - 24 oz. or more per bottle
2043655,2038367,94040382,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 4 bottles - less than 24 oz. per bottle
2043656,2038367,94040383,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 4 bottles - 24 oz. or more per bottle
2043705,2038367,94040384,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 6 bottles - less than 24 oz. per bottle
2043657,2038367,94040385,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 6 bottles - 24 oz. or more per bottle
2043658,2038367,94040386,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 8 bottles - less than 24 oz. per bottle
2043659,2038367,94040387,Fruit Juice (Greater than 25% and up to 50% pure fruit juice) - package of 8 bottles - 24 oz. or more per bottle
